15,15,15,15,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,13,15
12,14,14,14,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,40,31,-1,9,14
10,-1,-1,-1,-1,-1,-1,-1,-1,32,32,32,-1,-1,-1,22,-1,-1,-1,37
31,-1,-1,-1,-1,-1,-1,-1,23,40,40,40,-1,-1,-1,-1,-1,-1,-1,37
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,40,-1,-1,-1,-1,-1,23,40,37
31,-1,-1,-1,40,-1,-1,-1,-1,-1,41,40,-1,-1,-1,-1,23,40,40,37
-1,-1,-1,-1,40,-1,-1,-1,-1,-1,41,41,-1,-1,-1,-1,23,40,40,37
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,22,-1,-1,-1,23,40,40,40,37
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,40,40,40,37
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,40,40,40,37
-1,-1,-1,-1,-1,-1,40,40,31,-1,-1,-1,32,-1,-1,23,40,40,40,37
-1,-1,-1,-1,-1,-1,40,40,31,-1,-1,23,40,-1,-1,-1,23,40,40,37
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,40,40,37
1,-1,-1,-1,-1,-1,-1,-1,-1,32,32,32,-1,-1,-1,-1,-1,23,40,37
5,-1,-1,-1,-1,-1,-1,-1,-1,41,41,41,31,-1,-1,-1,-1,-1,-1,37
5,-1,40,40,-1,-1,-1,-1,-1,41,41,41,31,-1,-1,-1,-1,-1,-1,37
5,-1,40,40,-1,-1,-1,-1,-1,41,41,41,31,-1,-1,-1,-1,-1,-1,37
5,-1,-1,-1,-1,-1,-1,-1,-1,41,41,41,31,-1,-1,-1,-1,-1,-1,37
5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,4
3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,15,15
